UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
69	0
0	0
6	5
15	1
11	1
0	0
1	0
395	71
501	2
479	6
1766	10
0	412
339	420
1209	77
36	77
1957	10
548	0
338	0
3243	0
1000	2
653	0
424	9
1	9
325	0
171	0
17	139
217	139
5619	6
1194	0
149	1405
9066	1419
1659	2
1873	0
1242	2
26137	46662
270	46665
0	0
117	0
1716	14
11848	70
20	1
308	1
803	0
237	0
520	0
34	16
655	18
557	0
1558	2
355	0
296	0
887	139
2887	241
222	104
3015	2
580	4
19687	20
2405	6
1317	0
453	254
8	254
1535	2
44	0
1482	6
86	0
88	50
1798	50
402	0
974	12
1476	0
1996	0
1507	6
461	4
1139	0
511	2
3804	10
0	0
3334	3052
0	688
14349	0
8	0
839	16
1649	17
1320	2
4891	2
400	0
693	0
329	0
390	28218
0	4554
0	0
1705	0
10343	5
376	2
440	1
2	1
0	0
91	2
0	0
0	0
797	2
480	2
10	0
52	0
221	174
277	123
349	0
0	0
1651	22
2	0
274	65
9	0
0	3
0	2
0	33
0	3
0	24
12	22
0	6
2	1
964	3611
3	6
0	0
744	4906
0	1985
2	697
2	3645
4	0
0	0
0	0
0	0
0	0
1608	2
1491	0
2995	2
995	2
1537	0
1081	6
1059	4
0	0
0	1276
1210	13456
0	0
14	18
3687	28
1089	2
718	4
48	46
254	66
2	20
905	0
11089	0
544	0
5438	2
460	0
750	0
1086	10
4544	15
481	2
2261	2
756	6
17	474
2117	474
2527	6
361	4
1830	2
284	0
701	328
4722	338
582	0
216	4
38	2
0	0
6057	5021
0	0
109	0
74	0
27	14
780	53
0	35
844	0
822	2
772	4
11	2
488	0
833	2
3	198
1503	208
617	0
215	0
267	0
2579	0
766	0
2310	14
658	4
699	0
176	430
1276	436
2737	8
1702	4
57	0
37	0
4316	4
1308	0
1210	0
0	0
411	0
1638	4
2658	24
2151	10
6	0
3176	16
0	0
515	0
543	0
913	4
507	0
772	2
1399	4
1235	2
345	0
2732	2
86	0
821	0
651	2
7591	23
286	2
273	2
1679	2
861	4
1873	4
384	0
1797	2
437	0
573	0
5782	26
1023	0
424	0
0	0
0	0
1170	2
114	0
183	64
2581	70
313	0
688	4
3	0
524	6
3568	48
1432	29
0	29
881	6
2	1501
1890	16801
0	0
2144	0
3461	11
7010	0
1038	10
958	0
1791	14
739	0
762	20
573	0
1002	4
1419	12
620	10
5515	15
6714	5
10425	6
25	0
0	1590
75	13576
76	0
0	0
1207	6
4401	0
1168	8
1721	2
26	0
257	0
262	0
312	0
324	0
2102	2
363	0
2795	0
784	6
7	0
1101	0
7435	14
1227	0
16120	6676
19	0
201	2
2576	7
1467	16
1	0
9855	142
4757	12
