UniqueCount	AmbigCount
0	0
0	0
1	3
0	1
3901	10
3	0
10	10
33	1
26	0
0	0
1	0
1748	281
64319	142
16968	16
18771	60
0	251
241	253
763	48
23	48
4585	20
2150	2
3445	8
3067	10
1783	8
1383	0
880	39
6	35
350	2
413	0
37	368
274	368
8427	4
2044	2
87	537
2897	546
812	0
718	0
9428	16
3884	6362
29	6360
0	0
100	0
1245	8
6925	63
3	1
46	1
3712	2
130	0
710	0
30	4
560	8
1209	0
708	0
435	2
577	0
90	8
890	40
66	22
1664	4
149	0
1198	0
929	0
1106	2
1421	1181
10	1177
1208	15
13	0
4641	0
14	0
224	69
3354	73
548	0
1308	8
2973	2
1980	0
1510	14
309	0
850	2
2708	8
195	0
0	0
4748	2552
3	633
5677	3
4	0
891	6
2828	24
749	4
742	0
305	0
471	0
135	2
107	11205
0	5096
0	0
1965	0
4667	0
187	0
689	3
4	3
6	0
226	0
0	0
0	0
915	0
443	0
8	0
23	0
139	159
128	93
21011	20
0	0
3333	62
0	0
820	252
12	0
0	3
0	3
0	13
11	6
22	94
29	79
0	12
7	9
223	738
5	0
0	0
966	7091
0	2884
7	824
0	3938
10	0
0	0
0	0
0	0
0	0
2026	2
1200	2
4581	0
846	0
1888	2
1708	0
2535	6
1	0
0	427
284	3730
0	0
273	162
35207	234
648	0
150	2
44	225
1534	343
6	116
1713	0
2405	2
642	2
5675	6
1296	0
483	0
1716	10
2240	2
2982	2
654	4
1144	4
3	95
404	95
315	0
448	0
1016	2
6490	4
97	99
3263	103
5759	0
170	2
18	2
0	0
1784	1393
0	0
234	0
200	0
48	10
1069	38
0	22
808	0
830	2
4687	38
25	20
8934	16
314	2
1	126
1161	139
846	10
977	0
1066	0
4024	8
289	0
1853	6
395	0
1531	2
70	147
572	151
1569	0
2780	8
2718	6
328	6
3722	2
955	2
12198	4
1	0
6746	8
849	0
2110	16
272	0
17	0
520	2
0	0
1014	2
678	0
837	18
195	2
248	0
7046	12
472	0
20	0
34457	47
515	0
1972	2
270	2
2677	12
149	0
423	0
626	0
340	0
3824	6
2266	0
1137	0
941	8
408	0
4352	6
1521	2
36255	28
0	0
0	0
613	10
113	0
163	36
1719	40
257	0
178	0
0	0
723	2
3187	42
1623	33
0	33
686	0
2	3027
654	8731
0	0
2211	0
321	4
496	0
2629	32
3158	6
1352	0
546	0
473	8
1134	0
5302	12
359	2
812	6
3534	0
6573	13
7448	0
13	0
0	3304
59	8804
144	0
0	0
905	16
1507	2
987	0
1287	2
44	0
491	2
545	0
873	4
339	0
681	2
874	2
2506	2
2156	8
1	0
871	0
387	0
412	0
5116	3250
11	0
1131	12
2754	2
4230	44
8	0
594	2
4018	15
769	0
