UniqueCount	AmbigCount
0	0
0	0
5	1
0	0
245	0
0	0
6	35
42	0
0	0
2	0
0	0
619	143
21615	18
79951	26
36208	2
1	0
3219	24
1048	0
4	0
10506	2
3070	0
20477	2
15238	13
5791	4
2556	0
1377	0
1	0
592	2
733	0
0	0
1302	0
15522	6
7772	6
25	0
7526	4
3455	4
1964	0
9887	14
28095	6
7	0
0	0
137	0
3501	8
19822	42
0	0
186	0
16968	2
497	0
3299	2
0	0
3182	0
2878	0
3176	0
3616	8
631	0
74	8
1167	10
16	0
2743	0
382	0
6467	2
1775	0
2750	0
2192	4
0	0
4334	0
4	0
14884	18
0	0
5	0
8356	2
1262	0
2222	0
4350	2
9138	6
2660	8
316	0
827	0
1879	2
879	2
0	0
80365	36286
2	0
20199	4
0	0
4327	10
5757	4
4005	0
1560	0
859	0
2842	0
169	0
234	18485
0	2345
0	0
7567	0
15983	6
410	0
2586	6
1	0
9	0
383	0
0	0
0	0
3755	0
654	0
86	0
9	0
101	1291
362	238
12762	4
0	0
7922	28
2	0
646	96
1	0
0	8
0	0
0	11
0	0
2	23
2	62
0	0
0	0
355	1377
11	0
5	0
1408	8392
1	3
0	978
0	4044
5	0
0	0
0	0
0	0
0	0
953	0
1795	0
9384	6
1499	2
4983	0
3217	2
13990	8
0	0
0	195
474	8725
0	0
0	0
52579	30
980	2
361	2
57	0
7629	20
41	0
10107	0
33241	8
1058	0
11975	2
1952	0
969	0
2497	0
9616	10
22818	14
3811	4
6574	12
30	261
807	261
1511	6
892	0
3957	6
6397	0
2	0
14608	8
6151	0
940	0
0	0
0	0
13061	39693
0	0
1963	0
2	0
1	0
1723	113
0	111
1493	0
2994	0
7199	2
1	0
51637	20
758	0
3	0
5496	10
2965	0
1274	0
848	0
26805	4
1920	0
9200	2
2387	0
5651	6
5	0
1533	2
5157	2
10481	6
3348	8
118	2
29415	14
3474	0
32544	6
16	0
1985	0
5122	2
8754	2
1072	16
20	0
5830	0
0	0
7252	2
1764	2
3482	2
384	0
1354	6
12575	2
3594	0
346	0
58776	14
2469	0
1428	0
1749	4
47748	222
212	2
685	0
3865	2
1290	0
14597	6
1625	0
1802	2
1172	4
652	0
12684	4
4912	0
29207	6
0	0
0	0
2671	2
345	0
3	0
9482	10
632	0
534	0
0	0
1468	2
17392	10
3596	4
8	0
2179	2
12	1035
2102	16556
0	0
7410	0
780	0
1152	0
3688	0
18623	4
2241	2
4243	4
1176	14
5361	2
21307	18
2238	10
1837	18
6876	4
15526	9
32156	14
124	0
0	1603
180	14465
177	0
0	0
7526	6
8744	10
4437	0
7771	4
356	0
65	0
1675	0
6226	0
909	0
4160	0
3173	4
13388	8
4048	10
0	0
