UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
8770	28
2	0
24	21
78	1
94	0
0	0
0	0
2915	377
134312	244
35833	52
41206	121
1	240
252	242
977	64
25	64
8132	8
3260	6
4650	2
5971	2
3602	4
1718	0
1629	81
3	79
482	0
663	0
43	537
392	537
13949	12
2693	6
128	977
4652	987
1293	0
1252	4
17431	17
2945	4332
19	4328
0	0
87	0
1691	20
11874	81
5	1
54	1
7396	0
197	0
1269	2
52	24
876	26
1918	0
966	4
746	0
841	0
137	14
1094	58
80	42
2604	4
138	0
1683	0
1360	0
1530	2
2258	1795
33	1789
2290	4
15	0
10389	18
47	0
463	119
6036	127
744	0
2072	23
5244	7
4544	2
2312	10
299	2
1183	0
4495	2
242	2
0	0
7170	4697
2	1125
8424	0
12	0
1463	2
4724	22
996	0
1051	0
425	0
613	0
95	0
203	26384
3	7952
0	0
3022	6
8050	8
278	0
1238	6
4	4
11	0
380	0
0	0
0	1
1585	0
556	2
23	0
47	0
203	269
195	165
42826	24
0	0
7593	108
11	0
1490	327
23	0
0	12
0	1
0	25
29	4
11	153
27	125
0	11
4	9
247	780
10	1
4	0
689	8533
1	3436
4	1291
4	5811
10	0
0	0
0	0
0	0
0	0
3289	8
2197	4
9177	10
1206	4
3087	2
2705	6
3725	6
2	0
0	855
423	7756
0	0
743	500
74794	626
749	0
151	0
84	464
3233	750
17	282
3702	6
3596	0
1220	0
8706	6
2289	2
608	0
3459	8
3900	4
7154	12
1186	6
2707	6
2	114
562	114
396	6
562	2
1602	2
13651	4
109	139
3808	147
4861	4
292	12
35	12
0	0
2348	1860
1	0
510	0
495	0
40	13
851	44
0	27
1131	2
1068	0
14252	141
85	81
16479	2
343	0
1	188
2024	198
1247	2
2223	0
1558	0
7723	0
313	0
2904	6
649	0
3658	4
112	184
831	186
2664	8
5111	8
5989	24
698	14
7205	10
1313	0
28534	6
2	0
9512	4
1779	2
3749	14
335	0
12	0
582	2
0	0
2103	2
1066	0
1476	16
211	0
307	0
17407	2
835	4
43	0
73550	58
800	0
2737	2
316	4
4379	21
224	0
669	0
859	2
325	0
7678	10
4183	4
2113	2
1497	12
566	0
8362	20
2458	0
90659	48
0	0
0	0
936	2
210	0
322	112
3785	116
314	0
185	0
0	0
1229	2
6783	40
2336	47
0	47
1110	10
1	7194
1480	20195
0	1
4099	2
336	1
702	0
3328	50
5466	0
2186	10
731	6
1091	8
2356	2
5583	2
733	0
859	4
5057	3
10726	6
11621	8
12	0
0	4299
159	16018
317	0
0	0
1280	12
2286	0
2032	4
2347	2
47	0
750	2
817	2
1254	0
525	2
949	0
1441	0
4064	6
2574	8
3	0
1144	4
395	2
445	0
7737	5428
