UniqueCount	AmbigCount
0	0
0	0
0	0
0	2
10778	20
2	0
32	28
92	1
78	0
1	0
0	0
3132	319
132270	196
30948	42
33933	118
0	337
419	341
1487	89
45	89
8986	30
3699	0
4218	2
4938	16
3936	4
2219	0
2000	143
8	141
815	0
466	0
47	387
256	387
20248	18
3876	2
172	1374
6456	1384
1718	2
1905	4
18078	18
9488	15437
74	15434
0	0
139	0
2377	28
14689	113
5	0
84	2
8220	2
251	0
1336	0
26	9
1109	19
1911	0
1815	4
1036	10
1046	1
203	17
2048	92
202	76
3386	4
309	0
2480	0
1704	4
2204	2
2504	2151
39	2145
2538	10
21	0
9344	30
39	0
541	150
6113	165
884	2
2535	46
6980	2
9841	8
3146	20
592	4
1469	0
4514	4
324	0
0	0
9528	5825
1	1340
8488	4
2	0
1828	6
4415	26
1536	2
1020	2
521	0
721	2
137	0
182	23074
3	9537
0	0
4619	10
9732	2
305	0
1360	13
7	7
8	0
412	0
0	0
0	0
1353	2
605	0
8	0
45	0
232	263
223	134
36944	33
0	0
8422	157
8	0
1064	283
19	0
0	4
0	4
0	24
24	0
26	163
36	134
0	10
5	11
250	882
11	1
3	0
1853	13049
1	5150
10	1712
7	9819
4	0
0	0
0	0
0	0
0	0
3309	0
1919	0
10251	6
1851	0
2558	2
2488	0
4645	6
1	0
0	847
629	8152
0	0
505	286
69678	432
907	0
310	2
100	330
2233	494
7	158
3030	2
3620	6
1172	0
12078	8
2071	2
793	0
3879	27
3591	3
4534	6
1167	0
2302	6
8	183
956	183
474	0
765	2
2366	14
9604	4
128	145
5094	147
23836	14
324	8
47	8
0	0
3006	2049
0	0
399	0
323	0
69	35
1675	67
0	28
1386	4
1676	4
7655	93
44	56
15998	4
502	2
2	159
2067	169
1327	0
1293	0
1658	2
7254	6
451	0
3179	10
750	2
3339	2
160	218
1127	220
3798	12
4695	6
4991	12
601	14
9158	12
1592	6
18510	5
0	0
10522	8
2042	8
4666	20
399	2
16	0
1157	2
0	0
1580	4
1443	2
1667	20
326	2
555	0
12567	4
963	2
35	0
66983	51
684	0
3291	0
404	12
5414	8
150	2
632	0
1381	0
613	8
8620	16
3590	2
2428	7
1757	4
643	0
9565	22
2470	2
53699	30
0	0
0	0
1288	6
238	0
348	112
3246	110
397	0
262	2
0	0
1400	8
8488	76
3501	66
0	64
1088	8
1	3836
1143	14553
0	0
4259	16
555	10
969	0
4331	42
5633	4
2459	8
750	4
763	8
1347	4
8323	12
994	8
1411	12
5754	2
12602	18
13464	0
20	0
0	4963
120	15189
248	0
0	0
1715	20
2449	0
1450	0
2960	6
59	0
804	2
874	2
1572	0
388	0
1219	4
1707	8
4390	8
3694	12
9	0
1544	2
