UniqueCount	AmbigCount
0	0
0	0
1	6
0	0
184	2
0	0
70	35
195	1
193	0
0	0
5	0
1808	446
2461	2
2415	4
8976	36
4	1253
1310	1270
4879	407
90	403
7596	22
2857	0
1273	0
9413	12
4024	2
1775	2
1542	137
12	135
1062	0
615	0
115	542
235	542
17617	10
5259	6
676	10381
34156	10393
3384	2
5126	2
6580	0
119741	182534
1054	182516
0	0
247	0
7709	54
57689	473
44	12
681	12
2663	2
671	0
1742	0
120	38
2148	42
2222	0
7581	4
1305	6
1243	4
660	131
11107	611
1069	460
8519	4
2624	14
76675	46
8090	6
6380	14
1726	1969
62	1965
6611	14
50	2
7156	10
25	0
735	228
6708	234
1832	0
4769	14
8117	0
9854	4
5131	26
1880	6
3065	8
2194	0
9182	57
0	0
8533	18672
11	3745
52345	18
121	0
3059	12
7084	20
4650	2
9865	10
1448	2
2102	5
1196	0
802	71471
9	22610
0	1
8044	12
31357	14
1983	8
1425	23
27	23
12	0
400	0
0	0
0	0
2615	4
1941	0
48	0
89	0
682	569
658	598
1448	0
0	0
10412	118
14	0
1467	466
17	0
0	18
0	26
0	179
49	5
59	202
63	181
0	16
9	29
2905	16141
36	98
9	30
3284	25083
0	10030
14	4933
18	23750
24	0
0	3
3	0
2	0
0	0
3195	2
5579	8
11471	16
3921	8
4060	2
3832	0
4324	16
2	0
0	2933
1402	29300
0	0
261	159
23725	187
3907	6
3236	8
204	191
1102	291
10	96
3075	4
28147	10
2463	0
24523	20
1747	0
2035	2
6370	14
23537	45
1968	6
6508	18
2189	4
37	1820
8409	1820
6026	12
1360	4
7090	16
964	0
528	1076
32366	1100
2279	0
617	19
178	17
0	0
27720	20503
1	0
259	0
269	0
199	143
4539	319
0	158
2371	2
3151	8
2413	14
34	12
1334	2
2787	8
2	428
4882	446
1805	0
418	0
914	2
9145	4
3073	6
9283	22
2375	6
2597	0
610	945
3706	965
8749	32
4630	6
89	0
168	4
21792	20
5774	4
5082	0
19	0
1401	2
11717	28
10667	20
4423	12
17	0
13399	33
0	3
1665	0
2666	10
2909	28
1596	2
2205	2
5769	0
5770	2
1158	0
16608	17
367	0
2639	2
1791	12
30700	128
499	2
814	2
7378	4
2966	4
8874	12
1394	0
5879	15
1343	4
1744	0
23829	46
3320	4
1836	0
0	0
0	0
3427	10
682	0
1595	481
9978	481
940	0
3077	8
3	0
2116	2
17223	144
6301	196
1	194
2496	2
10	6192
3962	41853
0	0
10448	18
18156	38
43498	10
3834	46
3881	0
5929	18
2914	2
2479	30
2006	2
3090	7
4220	34
2332	6
42066	32
43333	41
33379	4
76	0
0	4824
177	35390
132	0
0	0
3684	42
15501	8
4738	7
7531	13
77	0
862	3
