UniqueCount	AmbigCount
0	0
0	0
0	3
0	0
25	0
0	0
0	0
0	0
1	0
10	0
2	0
61	24
202	0
101	0
703	0
11	292
164	292
353	74
28	74
820	0
412	0
155	0
1865	0
221	0
393	2
49	2
2	2
248	0
52	0
3	92
374	92
1647	0
456	0
13	42
2036	44
1166	0
1678	0
194	0
7649	48526
170	48525
1	0
134	0
765	0
13765	40
4	0
256	0
500	2
286	0
278	0
91	77
194	77
378	0
685	0
101	0
225	0
3311	455
1065	465
0	10
2189	0
189	0
4354	2
545	0
322	0
72	20
0	20
559	2
0	0
271	0
227	0
9	1
701	1
285	0
173	0
504	0
2326	0
1253	2
169	0
223	0
197	0
1996	0
0	0
1300	1391
0	201
11193	15
9	0
380	0
346	0
875	0
3246	0
131	0
554	0
124	0
238	26338
0	807
0	0
593	0
4139	0
250	0
221	0
7	0
0	0
5	0
0	0
0	0
263	0
151	0
32	0
98	0
83	102
233	111
110	0
0	0
407	8
14	0
130	19
26	0
0	0
0	0
0	6
2	2
17	6
0	41
0	8
16	0
982	1528
0	0
0	1
167	2062
0	992
0	114
0	189
4	0
0	1
4	0
0	0
0	0
478	0
568	0
881	0
359	0
282	0
224	0
268	0
0	0
0	213
151	8359
0	0
4	0
1276	0
438	0
241	0
40	14
28	99
0	85
445	0
19204	0
176	0
5981	0
346	0
285	0
618	0
2297	8
388	0
1170	2
406	2
4	430
347	430
2363	12
94	0
1036	0
214	0
1627	1357
2666	1357
176	0
52	0
26	0
0	0
1999	5257
0	0
98	0
69	0
23	1
490	114
0	113
484	0
420	0
220	0
2	0
172	0
429	0
1	355
554	355
244	0
170	0
66	0
1034	0
377	0
1110	2
292	0
329	0
317	1103
799	1103
3003	0
555	0
15	0
31	0
2451	2
584	0
649	0
0	0
227	0
639	0
1070	0
1005	0
10	0
1372	0
0	0
470	0
389	0
704	0
341	0
433	0
370	0
967	0
299	0
1152	0
156	0
1066	2
535	0
8290	51
236	0
26	0
2640	0
561	2
405	0
240	0
574	0
75	0
284	0
1606	2
710	0
168	0
0	0
0	0
437	0
14	0
0	5
1200	5
253	0
417	0
0	0
169	0
1332	0
313	19
0	19
552	0
0	201
1558	9312
0	0
1354	2
1608	0
4763	0
580	0
261	0
410	0
349	0
346	0
218	0
509	0
904	0
220	0
2404	4
1370	0
10702	2
44	0
0	526
24	10386
73	0
0	0
852	0
2171	0
1309	0
661	0
2	0
52	0
79	0
95	0
243	0
702	0
523	0
1400	0
422	2
116	0
361	0
3957	2
353	0
10750	2663
0	0
103	0
1191	0
756	0
2	0
5379	14
1263	2
180	0
534	0
1401	2
13	0
804	0
417	0
381	0
328	0
0	0
162	0
169	0
94	0
4604	30
