UniqueCount	AmbigCount
0	0
0	0
1	1
0	1
12133	26
6	0
47	37
156	3
143	1
1	0
1	0
5259	424
205867	344
36012	38
38184	125
0	624
639	636
1862	139
54	139
11917	45
4672	0
4377	0
7097	16
5657	10
2555	0
2762	224
11	222
1116	0
488	0
54	653
423	653
19371	10
4303	10
214	1681
6595	1701
2417	8
3798	4
18912	10
21142	29208
169	29201
0	0
114	0
3123	10
18983	112
1	0
86	0
11216	16
365	0
1885	0
89	17
1877	15
2843	2
2369	6
1326	4
1567	1
177	30
2467	163
198	126
5268	6
382	0
2982	0
1902	4
2877	0
2647	2386
35	2384
4127	16
12	0
12638	31
52	0
798	205
7824	211
1130	0
3263	18
10090	6
16277	12
4225	25
523	0
1542	2
5455	2
395	2
0	0
7531	5329
5	1311
11910	2
8	0
2437	16
6097	34
2197	2
1376	2
661	0
859	4
191	0
204	28873
5	12940
0	0
6176	18
9458	0
377	0
1997	19
16	9
3	0
623	4
0	0
0	0
1761	4
828	0
12	0
35	0
242	349
252	228
42472	32
0	0
12584	130
15	2
1216	385
22	0
0	12
0	4
0	36
25	4
32	241
35	236
0	21
4	15
277	922
5	0
0	0
2410	16065
2	6186
19	2722
2	13207
19	0
0	2
0	0
0	0
0	0
3814	0
1979	4
15581	24
2512	2
3420	4
2975	2
5643	14
4	0
0	1534
1035	13760
0	0
774	491
73952	607
765	0
362	2
95	646
3458	978
19	324
5134	0
5189	0
1661	4
15234	2
2419	2
1029	2
5625	12
5066	2
6676	16
1821	6
3341	8
8	171
959	171
817	2
880	0
2997	14
15880	2
140	174
6137	182
52433	30
384	12
54	12
0	0
4284	3289
0	0
682	0
562	2
119	63
2240	126
0	55
1557	0
2453	6
7851	71
61	55
18104	4
612	0
2	228
2757	238
1907	0
1524	0
1504	0
8914	6
602	0
4364	8
1060	2
5038	6
142	266
1378	271
4939	16
6460	12
7042	20
871	18
12584	12
1965	4
18690	14
3	0
8187	4
3456	8
5510	28
454	0
30	0
2099	0
0	0
1881	2
2034	7
2211	14
365	2
675	4
20017	6
1340	0
25	0
65280	58
915	2
4597	0
680	6
7020	32
261	0
840	0
1942	0
834	0
10408	12
3913	2
2544	2
2347	2
824	0
11421	28
3164	2
54172	26
0	0
0	0
1686	0
261	0
453	171
4158	187
517	0
270	0
1	0
1801	0
11601	92
3853	98
2	94
1833	0
3	4910
1380	18908
0	0
5845	12
541	0
1169	0
5559	84
7987	0
3894	8
904	0
1071	16
1460	4
7636	2
1789	20
2022	8
7784	5
16636	21
16745	6
27	0
0	5632
119	18619
357	0
0	0
1866	22
2977	2
1989	5
4143	10
53	0
1116	2
1130	0
1997	2
730	0
1671	0
2081	2
5782	9
