UniqueCount	AmbigCount
0	0
0	0
2	1
0	0
6683	16
2	0
26	23
68	2
76	2
0	0
1	0
2551	343
92686	193
22307	39
24093	164
0	289
316	295
1030	71
24	71
6292	28
2712	0
4566	4
4788	16
2807	6
1680	0
1418	109
4	105
554	0
538	2
39	383
190	383
9684	2
2789	8
115	930
3855	932
1190	4
1021	0
12833	6
4662	7663
34	7661
0	0
114	0
1665	12
9278	44
5	2
63	2
5520	6
153	0
996	0
37	12
879	16
1402	0
971	0
619	0
814	2
116	10
1270	54
104	40
2403	6
216	2
1794	2
1147	4
1803	8
1607	1736
13	1724
2189	8
10	0
6746	20
22	0
362	122
4133	132
655	0
1837	12
4300	0
3614	4
2220	18
400	0
1158	2
3397	0
233	2
0	0
5049	3620
4	857
6478	0
5	0
1341	12
3550	26
1108	0
906	2
391	0
699	2
162	0
94	15506
3	6997
0	0
2953	8
5364	4
232	0
996	15
9	4
10	0
315	0
0	0
0	0
1098	0
438	0
13	0
24	0
163	214
146	138
32170	21
0	0
5512	70
10	0
1048	295
16	0
0	6
0	7
0	13
15	3
32	141
18	95
0	17
5	7
270	975
6	0
2	0
1418	9611
1	4023
5	1524
1	7015
9	0
0	0
0	0
0	0
0	0
2309	0
1663	2
6836	6
1307	0
2604	2
2002	0
3772	12
3	0
0	776
382	6256
0	0
495	356
49371	442
657	0
190	0
63	353
1872	528
23	173
1920	2
2472	0
843	2
6972	4
1606	0
571	0
2745	6
2763	6
3743	16
1115	12
1954	4
4	114
488	116
401	0
522	4
1609	6
8094	8
102	137
4704	149
7999	4
246	4
33	4
0	0
2118	1702
0	0
352	0
250	0
49	28
1051	67
0	39
976	0
1263	8
8159	77
63	45
12803	4
446	0
2	175
1745	185
1151	0
1248	2
1401	0
5323	2
326	0
2442	6
501	4
2385	2
89	186
819	188
2646	6
3520	6
3465	10
406	14
5827	6
1296	0
16804	6
1	0
8131	2
1250	4
2766	8
327	0
7	0
794	0
0	0
1293	2
1179	0
1022	4
263	0
348	10
8278	10
663	2
31	0
44773	44
620	0
2441	0
321	0
3730	19
159	2
479	2
958	6
488	0
5820	10
2787	0
1663	8
1261	8
468	0
6114	22
1943	2
55986	26
0	0
0	0
940	2
190	0
279	87
2604	104
289	0
194	2
2	0
1135	2
5103	58
1992	46
1	46
962	2
2	3843
838	12217
0	0
3068	8
344	0
619	0
3003	52
4806	4
1763	4
721	2
661	14
1480	2
6024	22
618	6
991	14
4934	3
8478	12
9123	4
14	0
0	3678
90	11938
171	0
0	0
1109	22
2147	0
1271	6
2048	4
61	0
629	0
664	4
1232	12
328	0
1168	4
1108	2
3140	4
2570	4
1	0
1248	4
539	6
553	2
6347	4840
14	0
