UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
96	2
0	0
19	7
56	1
49	0
0	0
1	0
680	163
864	0
889	4
3227	10
2	444
451	454
2310	145
61	143
3024	14
910	0
517	0
6714	8
1918	4
913	0
754	40
7	34
460	2
361	2
41	254
139	254
9530	4
1832	0
352	3777
16116	3813
1420	4
2026	0
2178	4
53560	71716
396	71683
0	0
130	0
2681	26
15891	112
11	1
298	1
1052	2
293	2
747	0
36	17
875	19
1082	0
3049	14
498	4
445	0
390	43
5842	229
431	176
3350	2
899	2
38782	32
4101	16
2080	4
857	730
15	728
2746	16
50	0
2961	20
14	0
244	81
3231	83
795	0
1822	10
2610	0
3240	2
1827	16
786	8
1633	6
1202	0
5507	34
0	0
7289	7913
8	1521
20467	8
22	0
1442	4
3232	10
1720	6
7272	2
720	0
873	2
478	0
495	39848
3	9423
0	0
2955	14
14036	4
667	4
615	3
12	1
5	0
207	0
0	0
0	0
1909	2
1035	0
20	0
28	0
345	256
358	278
572	0
0	0
3852	70
9	0
612	175
3	0
0	12
0	8
0	56
10	1
19	51
27	77
0	4
4	12
811	4217
9	17
0	3
735	8696
0	3533
5	1513
1	7912
5	0
0	0
0	0
0	0
0	1
2168	2
2592	4
5332	0
1481	2
1750	2
1581	4
1655	8
0	0
0	1913
1586	20529
0	0
57	45
8413	71
1965	2
1075	2
58	85
585	135
5	48
1666	0
11378	0
1053	0
8541	10
678	0
1145	4
2950	8
6997	8
663	6
2668	14
1058	0
17	740
3965	744
1832	2
522	4
2933	28
613	0
263	306
9526	316
1174	0
412	3
62	1
0	0
9686	7636
0	0
122	0
131	0
70	48
1704	100
0	44
1138	2
1446	12
976	16
13	14
1096	0
1056	0
1	220
2049	220
902	0
279	0
392	0
4135	8
1294	2
3681	10
1187	4
1512	0
167	352
1496	360
2554	4
2523	12
49	4
76	0
7787	8
2125	8
2035	0
5	0
1254	0
4240	16
4684	40
3139	12
8	0
5066	24
0	0
680	0
1211	2
1550	8
714	2
905	12
2821	2
1858	2
365	0
5358	4
164	0
984	2
639	10
11957	33
304	0
337	0
2319	0
1186	4
3770	4
612	2
2969	10
701	4
700	0
12762	59
1320	0
902	0
0	0
0	0
1640	4
203	0
431	134
4111	142
400	0
1041	4
1	0
932	2
6555	58
2730	66
1	64
1169	2
3	2423
2292	20571
0	0
4983	8
6740	27
12665	2
1810	24
1706	2
3241	16
1238	8
1554	28
1959	2
2044	2
1664	16
1046	14
12566	12
11691	13
14428	0
39	0
0	2311
82	16800
85	0
0	0
1991	22
7909	4
1674	2
2849	10
32	0
343	0
419	4
587	4
330	0
3856	12
553	0
5119	8
1333	2
0	0
1756	4
11412	24
1885	4
