UniqueCount	AmbigCount
0	0
0	0
3	0
0	0
1098	0
0	0
1	23
36	0
0	0
0	0
0	0
827	81
38343	56
65375	26
30723	8
9	0
3218	32
1454	0
3	0
9891	12
2885	0
13781	2
13713	10
5295	4
2544	0
1556	2
0	0
743	0
1486	0
25	0
2129	0
15844	2
7615	6
20	0
7590	8
3089	2
2146	0
11392	2
25269	2
0	0
0	0
163	0
3722	8
17825	36
0	0
211	0
12946	2
485	0
2914	0
2	0
2501	0
2014	0
5161	0
3104	8
805	0
139	20
1405	20
16	0
3235	2
450	0
6139	4
1598	0
2436	2
2108	4
1	0
2815	0
1	0
10431	8
0	0
14	0
7279	2
2122	0
2497	2
5323	0
18777	6
2724	6
455	2
946	0
1948	0
808	4
0	0
51093	18742
0	0
19144	8
0	0
4333	10
5318	20
3962	4
1942	0
1094	0
1891	0
170	0
224	20684
0	2073
0	0
7841	0
21635	6
360	0
1531	0
2	0
8	0
353	0
0	0
0	0
2551	2
585	0
33	0
4	0
78	972
301	146
7886	0
0	0
6216	16
1	0
635	50
0	0
0	2
0	0
0	2
5	0
1	25
12	72
0	0
0	0
238	632
11	0
4	0
1829	10493
0	8
0	811
0	3877
16	0
0	1
0	0
0	0
0	0
1029	0
1600	0
7302	0
1621	0
4150	4
3167	0
11101	8
0	0
0	165
452	8049
0	0
0	0
59835	54
1309	0
328	0
34	0
6198	12
31	0
8597	0
29446	14
894	0
12333	12
1660	2
1096	0
3554	0
12542	10
19203	20
3085	4
4348	4
37	231
775	231
1701	7
1349	0
4711	5
4730	2
2	0
18127	14
5943	2
857	0
0	0
0	0
13952	35812
0	0
1673	2
0	0
5	0
2162	166
0	164
1907	2
2613	0
7733	4
11	0
48100	14
751	0
0	0
4306	10
2707	0
1646	0
1107	0
20910	8
2179	2
8703	4
2126	0
5681	4
5	0
1567	0
4670	0
9479	12
3935	8
111	0
22949	14
3024	4
31105	10
13	0
2521	0
6064	2
9622	28
1051	6
17	0
6348	0
0	0
7306	0
2357	0
3582	8
438	0
1546	2
11234	8
3693	2
405	2
64388	12
2322	4
2010	0
1660	4
45447	96
295	2
829	2
4541	4
1215	4
12529	0
1937	0
2262	0
1400	2
685	0
12125	2
5961	2
28423	8
0	0
0	0
2997	4
323	0
0	0
8808	6
609	2
598	2
0	0
1647	0
12657	14
3391	0
4	0
2096	2
14	656
1832	16060
0	0
8909	5
473	0
852	0
3105	6
13213	4
2382	2
4168	4
1024	2
3896	6
12800	10
2221	26
2331	20
4323	3
13433	7
48189	12
95	0
0	1581
240	15227
144	0
0	0
8085	22
7288	0
2813	2
7094	0
299	0
127	0
1543	0
10483	2
895	4
3625	2
2825	4
11303	4
4375	10
