UniqueCount	AmbigCount
0	0
0	0
0	0
0	2
10724	44
0	0
39	30
136	0
121	1
2	0
2	0
5290	399
196269	849
34842	60
34282	106
1	473
557	473
1712	90
37	90
10851	42
3926	2
5722	8
5950	12
5200	2
2735	0
2700	133
13	131
935	0
330	0
52	543
370	543
19546	8
4228	18
211	1248
5660	1254
2123	4
2467	2
15278	14
20841	27053
153	27046
0	0
131	0
2881	16
15447	118
2	1
64	1
9956	6
283	0
1461	0
56	12
1546	12
2217	2
2165	10
1368	0
1242	0
130	12
2192	79
212	67
4149	2
348	0
2286	2
1508	0
2716	3
2732	2165
43	2157
3337	6
30	0
11326	56
23	0
601	217
7704	229
958	0
2650	16
8151	8
10060	6
3693	36
595	2
1490	2
4648	2
339	0
0	0
9212	5742
7	1418
9895	2
7	0
2137	16
5555	24
1865	6
1189	0
618	0
839	2
189	0
253	30416
3	11841
0	0
5185	8
9576	8
305	2
1607	12
12	8
6	0
545	2
0	0
0	0
1411	0
593	0
6	0
26	0
280	236
228	183
51736	32
0	0
11062	134
11	0
1170	325
27	0
0	7
0	0
0	38
17	4
18	201
52	181
0	6
2	11
308	1058
7	2
0	1
2304	14503
1	5527
12	2266
4	11780
7	0
0	1
0	0
0	0
0	0
3316	0
2241	0
13483	16
2169	4
2940	0
2529	4
5847	14
2	0
1	1355
1188	12939
0	0
502	290
63733	426
799	0
375	2
77	420
3074	655
9	215
3653	0
3931	2
1014	0
12659	6
1834	2
871	0
5981	36
3811	10
4947	10
1493	10
2706	9
4	140
762	140
430	0
893	0
3128	16
12519	4
111	126
5439	130
88514	70
384	4
52	4
0	0
3795	2638
0	0
361	0
318	0
95	40
1877	71
0	27
1345	4
2340	0
6847	57
54	29
17883	6
578	2
0	174
2250	181
1781	4
981	0
1229	2
8185	6
425	0
3793	16
789	0
4315	4
130	276
1505	278
4469	4
5019	12
5877	20
546	12
11215	32
1834	0
16275	8
5	0
6374	2
2545	10
5298	32
322	2
19	0
1676	8
0	2
1322	4
1769	4
1879	10
361	0
730	2
12873	0
976	0
39	0
57711	64
684	0
3920	2
470	6
5657	17
193	2
708	2
1771	4
634	0
9681	10
2674	2
2083	8
2231	0
562	0
10743	25
2718	2
52217	26
0	0
0	0
1363	0
238	2
322	101
3173	101
403	0
255	0
2	0
1506	8
10436	92
3052	68
0	68
1768	4
6	4417
1590	19644
0	0
5971	12
544	3
709	0
5190	54
6964	2
2892	14
793	2
776	12
1398	0
9055	24
1219	14
2448	10
6965	3
13565	7
16293	6
24	0
0	6339
126	19176
254	0
0	0
1585	16
2523	2
1541	2
3720	4
96	0
1064	4
1084	2
1754	2
495	0
1469	4
1814	6
5996	0
5266	16
10	0
